title,year,gross_2013,budget_2013,roi,binary,clean_test,imdb,test,budget,domgross,intgross,code,domgross_2013,intgross_2013,period_code,decade_code
Cruel Intentions,1999,159471926,15383082,10.366708439830198,PASS,ok,tt0139134,ok,11000000,38230075,75803716,1999PASS,53463308,106008618,4,3
Dick,1999,17555926,18180006,0.9656721785460357,PASS,ok,tt0144168,ok,13000000,6276869,6276869,1999PASS,8777963,8777963,4,3
Dogma,1999,104325669,13984620,7.4600288745779295,FAIL,dubious,tt0120655,dubious-disagree,10000000,30651422,43948865,1999FAIL,42864850,61460819,4,3
Drop Dead Gorgeous,1999,29567426,13984620,2.114281689455988,PASS,ok,tt0157503,ok,10000000,10571408,10571408,1999PASS,14783713,14783713,4,3
Election,1999,44955570,11886927,3.781933715921701,PASS,ok,tt0126886,ok,8500000,14943582,17202854,1999PASS,20898032,24057538,4,3
Eyes Wide Shut,1999,198509952,90900032,2.183827086001466,PASS,ok,tt0120663,ok,65000000,55691208,86257553,1999PASS,77882040,120627912,4,3
Fight Club,1999,192825336,90900032,2.1212900783137236,FAIL,notalk,tt0137523,notalk-disagree,65000000,37030102,100853753,1999FAIL,51785192,141040144,4,3
Flawless,1999,12545560,37758475,0.3322581221831655,FAIL,notalk,tt0155711,notalk,27000000,4485485,4485485,1999FAIL,6272780,6272780,4,3
For Love of the Game,1999,113696753,69923101,1.6260256106204443,FAIL,men,tt0126916,men,50000000,35188640,46112640,1999FAIL,49209977,64486776,4,3
Galaxy Quest,1999,226477362,62930791,3.5988322790984784,FAIL,notalk,tt0177789,notalk-disagree,45000000,71423726,90523726,1999FAIL,99883369,126593993,4,3
"Girl, Interrupted",1999,80750526,33563089,2.405932481363679,PASS,ok,tt0172493,ok,24000000,28871190,28871190,1999PASS,40375263,40375263,4,3
Go!,1999,63292593,9090003,6.9628792201718746,PASS,ok,tt0139239,ok,6500000,16875273,28383441,1999PASS,23599429,39693164,4,3
Jawbreaker,1999,8605632,4195386,2.0512134044400203,PASS,ok,tt0155776,ok,3000000,3076820,3076820,1999PASS,4302816,4302816,4,3
Magnolia,1999,99147849,51743095,1.9161561363888264,FAIL,notalk,tt0175880,notalk-disagree,37000000,22450975,48446802,1999FAIL,31396836,67751013,4,3
Muppets From Space,1999,45603248,33563089,1.3587321476875982,PASS,ok,tt0158811,ok,24000000,16304786,16304786,1999PASS,22801624,22801624,4,3
Mystery Men,1999,88416394,95095418,0.929765028216186,FAIL,nowomen,tt0132347,nowomen-disagree,68000000,29762011,33462011,1999FAIL,41621042,46795352,4,3
Notting Hill,1999,671007120,58735405,11.424235859104062,PASS,ok,tt0125439,ok,42000000,116089678,363728226,1999PASS,162347007,508660113,4,3
Office Space,1999,33081494,13984620,2.3655625966240055,FAIL,notalk,tt0151804,notalk,10000000,10827813,12827813,1999FAIL,15142285,17939209,4,3
Payback,1999,340039178,69923101,4.8630448755412035,FAIL,notalk,tt0120784,notalk,50000000,81526121,161626121,1999FAIL,114011185,226027993,4,3
Pocket Monsters: Mewtwo Strikes Back!,1999,348761500,41953861,8.312977439668783,FAIL,notalk,tt0190641,notalk-disagree,30000000,85744662,163644662,1999FAIL,119910654,228850846,4,3
Ravenous,1999,5768392,16781544,0.3437342833293528,FAIL,notalk,tt0129332,notalk,12000000,2062406,2062406,1999FAIL,2884196,2884196,4,3
Sleepy Hollow,1999,430917447,97892342,4.40195257561618,PASS,ok,tt0162661,ok,70000000,101068340,207068340,1999PASS,141340236,289577211,4,3
South Park: Bigger Longer & Uncut,1999,145545224,29367703,4.9559621329594625,FAIL,dubious,tt0158983,dubious-disagree,21000000,52037603,52037603,1999FAIL,72772612,72772612,4,3
Star Wars: Episode I - The Phantom Menace,1999,2071946452,160823133,12.883385700488747,PASS,ok,tt0120915,ok,115000000,474544677,1007044677,1999PASS,663632711,1408313741,4,3
Stuart Little,1999,613666428,146838513,4.179192607323666,FAIL,notalk,tt0164912,notalk-disagree,105000000,140015224,298800000,1999FAIL,195805974,417860454,4,3
Tarzan,1999,866044652,202776994,4.270921641140415,FAIL,men,tt0120855,men-disagree,145000000,171091819,448191819,1999FAIL,239265412,626779240,4,3
The 13th Warrior,1999,132011736,174807753,0.7551823859894818,FAIL,dubious,tt0120657,dubious-disagree,125000000,32698899,61698899,1999FAIL,45728169,86283567,4,3
The Blair Witch Project,1999,543776715,839077,648.0653325022614,PASS,ok,tt0185937,ok,600000,140539099,248300000,1999PASS,196538593,347238122,4,3
The Boondock Saints,1999,618603,9789234,0.06319217622134683,FAIL,nowomen,tt0144117,nowomen-disagree,7000000,30471,411874,1999FAIL,42613,575990,4,3
The Green Mile,1999,597846360,83907722,7.125045773498654,FAIL,notalk,tt0120689,notalk-disagree,60000000,136801374,290701374,1999FAIL,191311527,406534833,4,3
The Haunting,1999,379511563,111876962,3.392222636506701,PASS,ok,tt0171363,ok,80000000,91188905,180188905,1999PASS,127524221,251987342,4,3
The Iron Giant,1999,76206702,69923101,1.0898644498046504,FAIL,nowomen,tt0129167,nowomen-disagree,50000000,23159305,31333917,1999FAIL,32387409,43819293,4,3
The Matrix,1999,883492175,90900032,9.719382442021583,PASS,ok,tt0133093,ok-disagree,65000000,171479930,460279930,1999PASS,239808171,643684004,4,3
The Mummy,1999,799599999,111876962,7.147137218473987,FAIL,notalk,tt0120616,notalk,80000000,155385488,416385488,1999FAIL,217300705,582299294,4,3
The Sixth Sense,1999,1351351456,55938481,24.157814653565584,FAIL,dubious,tt0167404,dubious-disagree,40000000,293506292,672806292,1999FAIL,410457404,940894052,4,3
The Talented Mr. Ripley,1999,293794874,55938481,5.252106756348997,FAIL,dubious,tt0134119,dubious,40000000,81292135,128792135,1999FAIL,113683964,180110910,4,3
Three to Tango,1999,29564536,27969241,1.0570374791364556,FAIL,notalk,tt0144640,notalk,20000000,10570375,10570375,1999FAIL,14782268,14782268,4,3
Topsy-Turvy,1999,17345844,27969241,0.6201757137421069,PASS,ok,tt0151568,ok,20000000,6201757,6201757,1999PASS,8672922,8672922,4,3
Toy Story 2,1999,1058930069,125861583,8.413449471710521,FAIL,notalk,tt0120363,notalk-disagree,90000000,245852179,511358276,1999FAIL,343814937,715115132,4,3
Virus,1999,62423681,104884652,0.5951650676211425,FAIL,dubious,tt0120458,dubious,75000000,14010690,30626690,1999FAIL,19593418,42830263,4,3
Wild Wild West,1999,468533747,244730855,1.9144858011467332,FAIL,men,tt0120891,men,175000000,113805681,221229335,1999FAIL,159152923,309380824,4,3
Wing Commander,1999,32382848,41953861,0.7718681243664319,FAIL,men,tt0131646,men,30000000,11578022,11578022,1999FAIL,16191424,16191424,4,3
54,1998,47896406,18578720,2.5780250738479293,FAIL,notalk,tt0120577,notalk,13000000,16757163,16757163,1998FAIL,23948203,23948203,4,3
A Bug's Life,1998,751571943,64310954,11.686530773591075,PASS,ok,tt0120623,ok,45000000,162798565,363095319,1998PASS,232660690,518911253,4,3
American History X,1998,19207150,14291323,1.3439728428221795,FAIL,men,tt0120586,men-disagree,10000000,6719864,6719864,1998FAIL,9603575,9603575,4,3
Armageddon,1998,1080678674,200078524,5.401272722303769,FAIL,notalk,tt0120591,notalk,140000000,201578182,554600000,1998FAIL,288081893,792596781,4,3
Beloved,1998,65318456,75744013,0.8623580057740009,PASS,ok,tt0120603,ok,53000000,22852487,22852487,1998PASS,32659228,32659228,4,3
Blade,1998,287798042,64310954,4.475101426733617,FAIL,notalk,tt0120611,notalk,45000000,70141876,131237688,1998FAIL,100242021,187556021,4,3
Bride of Chucky,1998,118755716,35728308,3.3238550227455494,FAIL,notalk,tt0144120,notalk,25000000,32404188,50692188,1998FAIL,46309872,72445844,4,3
Buffalo '66,1998,6804402,2143698,3.1741420666530455,FAIL,notalk,tt0118789,notalk,1500000,2380606,2380606,1998FAIL,3402201,3402201,4,3
Dark City,1998,59583581,38586572,1.5441532613988098,FAIL,notalk,tt0118929,notalk-disagree,27000000,14435076,27257061,1998FAIL,20629634,38953947,4,3
Deep Impact,1998,700173833,114330585,6.124116595747323,PASS,ok,tt0120647,ok,80000000,140464664,349464664,1998PASS,200742590,499431243,4,3
Disturbing Behavior,1998,50040690,21436985,2.334315669857492,FAIL,notalk,tt0134619,notalk,15000000,17507368,17507368,1998FAIL,25020345,25020345,4,3
Elizabeth,1998,160396294,35728308,4.489333611879969,PASS,ok,tt0127536,ok,25000000,30082699,82150642,1998PASS,42992157,117404137,4,3
Enemy of the State,1998,517631255,121476247,4.261172597800128,FAIL,notalk,tt0120660,notalk,85000000,111549836,250649836,1998FAIL,159419475,358211780,4,3
Ever After,1998,187804484,37157440,5.05429017714891,PASS,ok,tt0120631,ok,26000000,65705772,65705772,1998PASS,93902242,93902242,4,3
Fear and Loathing in Las Vegas,1998,34859650,26438948,1.3184961065773115,FAIL,notalk,tt0120669,notalk,18500000,10680275,13711903,1998FAIL,15263526,19596124,4,3
Festen (The Celebration),1998,4709792,1857872,2.5350465478784328,FAIL,dubious,tt0154420,dubious-disagree,1300000,1647780,1647780,1998FAIL,2354896,2354896,4,3
Get Real,1998,3293896,2858265,1.1524109905834483,FAIL,men,tt0162973,men,2000000,1152411,1152411,1998FAIL,1646948,1646948,4,3
Godzilla,1998,732164912,178641539,4.098514355051543,FAIL,dubious,tt0120685,dubious,125000000,136314294,376000000,1998FAIL,194811162,537353750,4,3
Halloween H20: 20 Years Later,1998,157323852,24295249,6.475498645846354,PASS,ok,tt0120694,ok,17000000,55041738,55041738,1998PASS,78661926,78661926,4,3
Happiness,1998,12137487,4287397,2.830968767296334,PASS,ok,tt0147612,ok,3000000,2746453,5746453,1998PASS,3925045,8212442,4,3
Hope Floats,1998,202421319,42873969,4.721310476293902,PASS,ok,tt0119313,ok,30000000,60110313,81529000,1998PASS,85905591,116515728,4,3
Little Voice,1998,37703702,8574794,4.397038809328831,PASS,ok,tt0147004,ok,6000000,4595000,21787233,1998PASS,6566863,31136839,4,3
"Lock, Stock and Two Smoking Barrels",1998,46094887,1929329,23.891667517566987,FAIL,notalk,tt0120735,notalk,1350000,3897569,28356188,1998FAIL,5570142,40524745,4,3
Lost in Space,1998,293207854,114330585,2.5645618274410125,PASS,ok,tt0120738,ok,80000000,69117629,136047317,1998PASS,98778237,194429617,4,3
Mercury Rising,1998,94275092,85747939,1.0994444076375993,FAIL,notalk,tt0120749,notalk,60000000,32983332,32983332,1998FAIL,47137546,47137546,4,3
Mulan,1998,606123960,128621908,4.712447276089233,FAIL,dubious,tt0120762,dubious-disagree,90000000,120620254,303500000,1998FAIL,172382303,433741657,4,3
Out of Sight,1998,164529052,68598351,2.3984403356867863,FAIL,men,tt0120780,men,48000000,37562568,77562568,1998FAIL,53681880,110847172,4,3
Pi,1998,11289666,97181,116.17153558823227,FAIL,men,tt0138704,men,68000,3221152,4678513,1998FAIL,4603452,6686214,4,3
Practical Magic,1998,164618257,85747939,1.9197925795044473,PASS,ok,tt0120791,ok,60000000,46850558,68336997,1998PASS,66955646,97662611,4,3
Primary Colors,1998,111523724,92893600,1.2005533642791322,PASS,ok,tt0119942,ok,65000000,39017984,39017984,1998PASS,55761862,55761862,4,3
Quest for Camelot,1998,87098469,57165293,1.5236249904290704,PASS,ok,tt0120800,ok,40000000,22772500,38172500,1998PASS,32544916,54553553,4,3
Rounders,1998,65516850,17149588,3.8203162664899004,FAIL,notalk,tt0128442,notalk,12000000,22921898,22921898,1998FAIL,32758425,32758425,4,3
Run Lola Run,1998,31155795,2500982,12.457424723568582,FAIL,notalk,tt0130827,notalk-disagree,1750000,7267324,14533173,1998FAIL,10385968,20769827,4,3
Rush Hour,1998,552340865,50019631,11.042481800795372,PASS,ok,tt0120812,ok-disagree,35000000,141186864,245300000,1998PASS,201774709,350566156,4,3
Rushmore,1998,51714087,14291323,3.6185654050363287,FAIL,notalk,tt0128445,notalk-disagree,10000000,17105219,19080435,1998FAIL,24445621,27268466,4,3
Safe Men,1998,60624,1429132,0.04242015433144034,FAIL,nowomen,tt0120813,nowomen,1000000,21210,21210,1998FAIL,30312,30312,4,3
Saving Private Ryan,1998,1002350773,92893600,10.790310344307896,FAIL,nowomen,tt0120815,nowomen,65000000,216335085,485035085,1998FAIL,309171460,693179313,4,3
Shakespeare in Love,1998,542809882,37157440,14.608376734242187,PASS,ok,tt0138097,ok,26000000,100317794,279500000,1998PASS,143367401,399442481,4,3
Six Days Seven Nights,1998,341761692,114330585,2.9892411728672603,FAIL,notalk,tt0120828,notalk,80000000,74339294,164800000,1998FAIL,106240687,235521005,4,3
Sliding Doors,1998,101068736,8574794,11.786724672336153,PASS,ok,tt0120148,ok,6000000,11911200,58809149,1998PASS,17022681,84046055,4,3
Slums of Beverly Hills,1998,15728382,7145662,2.201109148459583,PASS,ok,tt0120831,ok,5000000,5502773,5502773,1998PASS,7864191,7864191,4,3
Small Soldiers,1998,181339235,57165293,3.1721911230298425,FAIL,notalk,tt0122718,notalk,40000000,55143823,71743823,1998FAIL,78807819,102531416,4,3
Smoke Signals,1998,20688001,2858265,7.237957642136051,PASS,ok,tt0120321,ok,2000000,6719300,7756617,1998PASS,9602769,11085232,4,3
Sphere,1998,124672627,104326659,1.1950217537398566,FAIL,notalk,tt0120184,notalk,73000000,37068294,50168294,1998FAIL,52975497,71697130,4,3
Star Trek: Insurrection,1998,268659236,100039262,2.685537964084541,PASS,ok,tt0120844,ok,70000000,70187658,117800000,1998PASS,100307450,168351786,4,3
Stepmom,1998,358544918,71456616,5.017658798731807,PASS,ok,tt0120686,ok,50000000,91137662,159745279,1998PASS,130247778,228297140,4,3
The Avengers,1998,102855842,85747939,1.1995138681992112,PASS,ok,tt0118661,ok,60000000,23385416,48585416,1998PASS,33420854,69434988,4,3
The Big Lebowski,1998,91019110,21436985,4.245891388177955,FAIL,notalk,tt0118715,notalk-disagree,15000000,17498804,46189568,1998FAIL,25008106,66011004,4,3
The Faculty,1998,115140392,21436985,5.3711094167393405,FAIL,dubious,tt0133751,dubious,15000000,40283321,40283321,1998FAIL,57570196,57570196,4,3
The Man in the Iron Mask,1998,162830102,50019631,3.2553239347167513,FAIL,notalk,tt0120744,notalk-disagree,35000000,56968169,56968169,1998FAIL,81415051,81415051,4,3
The Mask of Zorro,1998,468081912,92893600,5.0389037780858965,FAIL,notalk,tt0120746,notalk-disagree,65000000,93828745,233700000,1998FAIL,134093691,333988221,4,3
The Negotiator,1998,134069092,71456616,1.8762306348232332,FAIL,notalk,tt0120768,notalk,50000000,44705766,49105766,1998FAIL,63890455,70178637,4,3
The Prince of Egypt,1998,457341188,85747939,5.333553124816213,FAIL,notalk,tt0120794,notalk-disagree,60000000,101413188,218600000,1998FAIL,144932864,312408324,4,3
The Proposition,1998,10314108,28582646,0.3608521058547204,FAIL,men,tt0120108,men,20000000,1903434,5313608,1998FAIL,2720259,7593849,4,3
The Thin Red Line,1998,104042236,74314880,1.4000188925824815,FAIL,notalk,tt0120863,notalk,52000000,36400491,36400491,1998FAIL,52021118,52021118,4,3
The Truman Show,1998,534521496,85747939,6.233636659185477,FAIL,notalk,tt0120382,notalk-disagree,60000000,125618201,248400000,1998FAIL,179525030,354996466,4,3
There's Something About Mary,1998,766850461,31440911,24.39021124419709,PASS,ok,tt0129387,ok,22000000,176484651,360099999,1998PASS,252219917,514630544,4,3
Urban Legend,1998,158188614,20007852,7.906326676146945,PASS,ok,tt0146336,ok,14000000,38116707,72571864,1998PASS,54473818,103714796,4,3
Vampires (John Carpenter's),1998,57933666,28582646,2.026882535647679,FAIL,nowomen,tt0120877,nowomen,20000000,20268825,20268825,1998FAIL,28966833,28966833,4,3
Velvet Goldmine,1998,8454403,12862191,0.6573065972974589,FAIL,men,tt0120879,men,9000000,1053788,4861972,1998FAIL,1506002,6948401,4,3
Wild Things,1998,122007881,28582646,4.268599939977565,FAIL,men,tt0120890,men-disagree,20000000,29795299,55576699,1998FAIL,42581425,79426456,4,3
You've Got Mail,1998,523950625,92893600,5.640330711695962,PASS,ok,tt0128853,ok,65000000,115821495,250800000,1998PASS,165524241,358426384,4,3
A Simple Wish,1997,23699336,40634668,0.5832294729219887,PASS,ok,tt0120133,ok,28000000,8165213,8165213,1997PASS,11849668,11849668,4,3
Air Bud,1997,76096520,4353714,17.47852982533993,FAIL,notalk,tt0118570,notalk,3000000,24646936,27788649,1997FAIL,35768573,40327947,4,3
Air Force One,1997,708530388,123355241,5.7438207104633685,FAIL,notalk,tt0118571,notalk,85000000,172956409,315268353,1997FAIL,251000935,457529453,4,3
Alien: Resurrection,1997,302575919,87074287,3.4749169866874707,PASS,ok,tt0118583,ok,60000000,47795018,160700000,1997PASS,69361952,233213967,4,3
Anastasia,1997,287642390,76915621,3.739713549215185,PASS,ok,tt0118617,ok,53000000,58403409,139801410,1997PASS,84757254,202885136,4,3
As Good as It Gets,1997,671328148,72561906,9.251798705508094,PASS,ok,tt0119822,ok,50000000,148478011,314111923,1997PASS,215476950,455851198,4,3
Austin Powers: International Man of Mystery,1997,176424084,26122286,6.753776602859336,FAIL,men,tt0118655,men,18000000,53883989,67683989,1997FAIL,78198499,98225585,4,3
Batman & Robin,1997,501610313,181404766,2.765144070139811,FAIL,men,tt0118688,men-disagree,125000000,107325195,238317814,1997FAIL,155754415,345855898,4,3
Boogie Nights,1997,100893697,21768572,4.634833051979707,FAIL,dubious,tt0118749,dubious-disagree,15000000,26410771,43111725,1997FAIL,38328318,62565379,4,3
Cats Don't Dance,1997,10415832,46439620,0.22428762336987254,PASS,ok,tt0118829,ok,32000000,3588602,3588602,1997PASS,5207916,5207916,4,3
Chasing Amy,1997,39417963,362810,108.64629695984124,PASS,ok,tt0118842,ok,250000,12006514,15155095,1997PASS,17424311,21993652,4,3
Cinderella,1997,246710482,4208591,58.62068373952233,PASS,ok,tt0128996,ok,2900000,85000000,85000000,1997PASS,123355241,123355241,4,3
Clockwatchers,1997,1564303,2902476,0.5389546718043491,PASS,ok,tt0118866,ok,2000000,537948,539961,1997PASS,780691,783612,4,3
Con Air,1997,471993643,116099050,4.065439320993582,FAIL,notalk,tt0118880,notalk-disagree,80000000,101117573,224117573,1997FAIL,146745677,325247966,4,3
Conspiracy Theory,1997,317679955,116099050,2.7362838455611826,FAIL,men,tt0118883,men,80000000,76118990,142783718,1997FAIL,110466780,207213175,4,3
Contact,1997,387219834,130611431,2.964670328127712,PASS,ok,tt0118884,ok,90000000,100920329,165900000,1997PASS,146459429,240760405,4,3
Eve's Bayou,1997,43082688,7256191,5.937369619956256,PASS,ok,tt0119080,ok,5000000,14843425,14843425,1997PASS,21541344,21541344,4,3
Event Horizon,1997,77418452,87074287,0.889108078484754,PASS,ok,tt0119081,ok,60000000,26673242,26673242,1997PASS,38709226,38709226,4,3
Fever Pitch,1997,133720183,58049525,2.303553439929095,PASS,ok,tt0119114,ok,40000000,42071069,50071069,1997PASS,61055139,72665044,4,3
Flubber,1997,393267539,116099050,3.3873450213416905,FAIL,men,tt0119137,men,80000000,92993801,177993801,1997FAIL,134956149,258311390,4,3
G.I. Jane,1997,139809832,72561906,1.926766256663655,PASS,ok,tt0119173,ok,50000000,48169156,48169156,1997PASS,69904916,69904916,4,3
Gattaca,1997,36376088,52244573,0.6962653900913306,FAIL,notalk,tt0119177,notalk-disagree,36000000,12532777,12532777,1997FAIL,18188044,18188044,4,3
George of the Jungle,1997,405949782,79818097,5.08593661409893,PASS,ok,tt0119190,ok,55000000,105263257,174463257,1997PASS,152762052,253187730,4,3
Good Will Hunting,1997,528783094,14512381,36.43668768067762,FAIL,nowomen,tt0119217,nowomen-disagree,10000000,138433435,225933435,1997FAIL,200899879,327883215,4,3
Grosse Pointe Blank,1997,85847656,21768572,3.943651241799416,PASS,ok,tt0119229,ok,15000000,28084357,31070412,1997PASS,40757090,45090566,4,3
Hercules,1997,507660658,101586669,4.9973157206286585,PASS,ok,tt0119282,ok-disagree,70000000,99112101,250700000,1997PASS,143835260,363825398,4,3
I Know What You Did Last Summer,1997,286619794,24671048,11.617657831154963,PASS,ok,tt0119345,ok,17000000,72250091,125250091,1997PASS,104852087,181767707,4,3
In the Company of Men,1997,8369758,36281,230.69259391968248,FAIL,notalk,tt0119361,notalk,25000,2883661,2883661,1997FAIL,4184879,4184879,4,3
Jackie Brown,1997,166022590,17414858,9.533387524606862,PASS,ok,tt0119396,ok,12000000,39673162,74727492,1997PASS,57575205,108447385,4,3
Kiss the Girls,1997,175680714,39183429,4.483546194999932,FAIL,men,tt0119468,men,27000000,60527873,60527873,1997FAIL,87840357,87840357,4,3
L.A. Confidential,1997,254271365,50793334,5.005998720225768,FAIL,notalk,tt0119488,notalk,35000000,64604977,110604977,1997FAIL,93757206,160514159,4,3
Liar Liar,1997,702575186,65305716,10.758249492280278,FAIL,notalk,tt0119528,notalk-disagree,45000000,181410615,302710615,1997FAIL,263270001,439305185,4,3
Men in Black,1997,1216835708,130611431,9.316456443999913,FAIL,notalk,tt0119654,notalk,90000000,250690539,587790539,1997FAIL,363811668,853024040,4,3
Mononoke-hime,1997,221639047,29024763,7.6362052293071265,PASS,ok,tt0119698,ok,20000000,2374107,150350000,1997PASS,3445395,218193652,4,3
Mortal Kombat: Annihilation,1997,126627509,43537144,2.9084936990814096,PASS,ok,tt0119707,ok,30000000,35927406,51327406,1997PASS,52139221,74488288,4,3
Must love Dogs,1997,149172370,50793334,2.936849351137297,FAIL,men,tt0417001,men,35000000,43894863,58894863,1997FAIL,63701899,85470471,4,3
My Best Friend's Wedding,1997,617845144,66756954,9.255142827517265,FAIL,men,tt0119738,men-disagree,46000000,126813153,298923419,1997FAIL,184036082,433809062,4,3
Orgazmo,1997,1754998,1451238,1.2093109469294492,FAIL,notalk,tt0124819,notalk,1000000,582024,627287,1997FAIL,844655,910343,4,3
Scream 2,1997,294204574,34829715,8.446941756485804,PASS,ok,tt0120082,ok,24000000,101363301,101363301,1997PASS,147102287,147102287,4,3
Selena,1997,102893112,29024763,3.545011271926665,PASS,ok,tt0120094,ok,20000000,35450113,35450113,1997PASS,51446556,51446556,4,3
Smilla's Sense of Snow,1997,6449284,50793334,0.12697107065269628,PASS,ok,tt0120152,ok,35000000,2221994,2221994,1997PASS,3224642,3224642,4,3
Spawn,1997,207425249,58049525,3.5732462754863197,PASS,ok,tt0120177,ok,40000000,54979992,87949859,1997PASS,79789061,127636188,4,3
Starship Troopers,1997,255227728,145123812,1.7586895250518915,PASS,ok,tt0120201,ok,100000000,54768952,121100000,1997PASS,79482791,175744937,4,3
The Devil's Advocate,1997,310586507,82720573,3.7546464650335536,PASS,ok,tt0118971,ok,57000000,61007424,153007424,1997PASS,88536300,222050207,4,3
The Fifth Element,1997,475238200,137867622,3.4470617038712685,FAIL,notalk,tt0119116,notalk-disagree,95000000,63570862,263900000,1997FAIL,92256459,382981741,4,3
The Game,1997,140089702,72561906,1.9306232391414857,FAIL,notalk,tt0119174,notalk,50000000,48265581,48265581,1997FAIL,70044851,70044851,4,3
The Lost World: Jurassic Park,1997,1474129023,108842859,13.543644815504157,FAIL,dubious,tt0119567,dubious,75000000,229086679,786686679,1997FAIL,332459322,1141669701,4,3
The Peacemaker,1997,151263287,72561906,2.084610167213634,FAIL,dubious,tt0119874,dubious,50000000,41263140,62967368,1997FAIL,59882642,91380645,4,3
The Postman,1997,51230750,116099050,0.4412676072715496,FAIL,notalk,tt0119925,notalk,80000000,17650704,17650704,1997FAIL,25615375,25615375,4,3
Titanic,1997,4127821329,290247625,14.221723016682738,PASS,ok,tt0120338,ok,200000000,658672302,2185672302,1997PASS,955890356,3171930973,4,3
Volcano,1997,243295422,130611431,1.8627421821907761,PASS,ok,tt0120461,ok,90000000,47546796,120100000,1997PASS,69001723,174293699,4,3
August,1996,37534,5049561,0.007433121413920933,FAIL,dubious,tt0115591,dubious,3400000,12636,12636,1996FAIL,18767,18767,4,3
Bound,1996,16059945,6683242,2.403017128513377,PASS,ok,tt0115736,ok,4500000,3802260,7011317,1996PASS,5646983,10412962,4,3
Broken Arrow,1996,325239229,96535720,3.3691076111516027,FAIL,nowomen,tt0115759,nowomen,65000000,70645997,148345997,1996FAIL,104920957,220318272,4,3
Chain Reaction,1996,120945205,81684071,1.4806461470315309,FAIL,notalk,tt0115857,notalk,55000000,21226204,60209334,1996FAIL,31524414,89420791,4,3
DragonHeart,1996,231283783,84654401,2.7320940230856987,FAIL,men,tt0116136,men,57000000,51364680,104364680,1996FAIL,76285021,154998762,4,3
Emma,1996,89203931,8762473,10.180223208676363,PASS,ok,tt0116191,ok,5900000,22231658,37831658,1996PASS,33017679,56186252,4,3
Escape from L.A.,1996,75526164,74258246,1.0170744404601209,FAIL,notalk,tt0116225,notalk,50000000,25426861,25426861,1996FAIL,37763082,37763082,4,3
Eye for an Eye,1996,79583156,29703299,2.6792699356391356,PASS,ok,tt0116260,ok,20000000,26792700,26792700,1996PASS,39791578,39791578,4,3
Fargo,1996,112534389,10396154,10.824617353686758,PASS,ok,tt0116282,ok-disagree,7000000,24567751,51204567,1996PASS,36487162,76047227,4,3
Freeway,1996,877712,4455495,0.19699539557333134,PASS,ok,tt0116361,ok,3000000,295493,295493,1996PASS,438856,438856,4,3
From Dusk Till Dawn,1996,76423500,29703299,2.5728960274749277,FAIL,notalk,tt0116367,notalk,20000000,25728961,25728961,1996FAIL,38211750,38211750,4,3
Hamlet,1996,5936139,2970330,1.9984779468947895,FAIL,notalk,tt0116477,notalk-disagree,2000000,1577287,2419669,1996FAIL,2342531,3593608,4,3
Harriet the Spy,1996,78921806,19307144,4.087699661845377,PASS,ok,tt0116493,ok,13000000,26570048,26570048,1996PASS,39460903,39460903,4,3
Independence Day,1996,1668686954,111387369,14.980935172281518,PASS,ok,tt0116629,ok,75000000,306169255,817400878,1996PASS,454711839,1213975115,4,3
Jingle All the Way,1996,282812201,89109896,3.1737462806600067,FAIL,notalk,tt0116705,notalk,60000000,60592389,129832389,1996FAIL,89989691,192822510,4,3
Kingpin,1996,85021011,37129123,2.2898739353471935,FAIL,notalk,tt0116778,notalk,25000000,25023424,32223424,1996FAIL,37163912,47857099,4,3
Love and Other Catastrophes,1996,1419076,371291,3.8220048425628415,PASS,ok,tt0116931,ok,250000,212285,743216,1996PASS,315278,1103798,4,3
Mars Attacks!,1996,206648869,118813194,1.7392754292928108,PASS,ok,tt0116996,ok,80000000,37771017,101371017,1996PASS,56096190,150552679,4,3
Mission: Impossible,1996,948544957,118813194,7.983498507749905,FAIL,notalk,tt0117060,notalk-disagree,80000000,180981886,457697994,1996FAIL,268787949,679757008,4,3
Romeo + Juliet,1996,287945423,21534891,13.371111235250739,FAIL,dubious,tt0117509,dubious,14500000,46338728,147542381,1996FAIL,68820654,219124769,4,3
Scream,1996,410044124,22277474,18.406221638952424,PASS,ok,tt0117571,ok,15000000,103046663,173046663,1996PASS,153041290,257002834,4,3
Secrets & Lies,1996,39853782,6683242,5.963240894164838,PASS,ok,tt0117589,ok,4500000,13417292,13417292,1996PASS,19926891,19926891,4,3
Set It Off,1996,107077742,13366484,8.010913116717905,PASS,ok,tt0117603,ok,9000000,36049108,36049108,1996PASS,53538871,53538871,4,3
Space Jam,1996,505941533,118813194,4.2582941840617465,FAIL,notalk,tt0117705,notalk,80000000,90463534,250200000,1996FAIL,134353268,371588265,4,3
Spy Hard,1996,80009592,26732969,2.9929182950086837,FAIL,notalk,tt0117723,notalk,18000000,26936265,26936265,1996FAIL,40004796,40004796,4,3
Star Trek: First Contact,1996,359451330,68317587,5.261475789535717,PASS,ok,tt0117731,ok-disagree,46000000,92027888,150000000,1996PASS,136676591,222774739,4,3
Striptease,1996,217457085,74258246,2.928389730616584,FAIL,dubious,tt0117765,dubious,50000000,33109743,113309743,1996FAIL,49173429,168283656,4,3
That Thing You Do!,1996,89725989,3712912,24.165934716470524,PASS,ok,tt0117887,ok,2500000,25857416,34557416,1996PASS,38402527,51323462,4,3
